Energy(eV),Counts(Arb. Unit)
700.55,5731.746
700.6,5500.794
700.65,5603.968
700.7,5758.73
700.75,5661.905
700.8,5632.54
700.85,5660.318
700.9,5722.222
700.95,5568.254
701,5601.587
701.05,5611.905
701.1,5669.841
701.15,5767.46
701.2,5742.064
701.25,5651.587
701.3,5516.667
701.35,5812.699
701.4,5699.206
701.45,5626.191
701.5,5802.381
701.55,5939.683
701.6,5824.603
701.65,5639.683
701.7,5733.333
701.75,5753.968
701.8,5743.651
701.85,5742.064
701.9,5707.937
701.95,5647.619
702,5693.651
702.05,5590.476
702.1,5736.508
702.15,5709.524
702.2,5718.254
702.25,5622.222
702.3,5689.683
702.35,5715.873
702.4,5726.984
702.45,5511.111
702.5,5657.937
702.55,5600.794
702.6,5783.333
702.65,5669.841
702.7,5707.143
702.75,5693.651
702.8,5719.048
702.85,5938.095
702.9,5706.349
702.95,5633.333
703,5646.825
703.05,5725.397
703.1,5656.349
703.15,5676.191
703.2,5612.698
703.25,5599.206
703.3,5609.524
703.35,5691.27
703.4,5769.048
703.45,5612.698
703.5,5753.968
703.55,5771.429
703.6,5718.254
703.65,5720.635
703.7,5711.905
703.75,5822.222
703.8,5736.508
703.85,5595.238
703.9,5511.111
703.95,5684.921
704,5684.921
704.05,5599.206
704.1,5633.333
704.15,5590.476
704.2,5587.302
704.25,5615.873
704.3,5596.032
704.35,5757.143
704.4,5566.667
704.45,5601.587
704.5,5495.238
704.55,5761.111
704.6,5484.921
704.65,5494.445
704.7,5711.111
704.75,5605.556
704.8,5680.952
704.85,5728.572
704.9,5758.73
704.95,5752.381
705,5488.095
705.05,5580.159
705.1,5692.064
705.15,5625.397
705.2,5553.968
705.25,5488.095
705.3,5715.079
705.35,5692.064
705.4,5814.286
705.45,5592.064
705.5,5595.238
705.55,5673.81
705.6,5673.81
705.65,5590.476
705.7,5487.302
705.75,5611.905
705.8,5726.191
705.85,5673.016
705.9,5715.079
705.95,5729.365
706,5580.159
706.05,5527.778
706.1,5796.825
706.15,5687.302
706.2,5784.921
706.25,5778.572
706.3,5643.651
706.35,5605.556
706.4,5550.794
706.45,5735.714
706.5,5751.587
706.55,5839.683
706.6,5864.286
706.65,5773.81
706.7,5669.048
706.75,5776.984
706.8,5703.175
706.85,5705.556
706.9,5865.873
706.95,2813.492
707,5438.095
707.05,5956.349
707.1,6061.905
707.15,5893.651
707.2,5962.699
707.25,5850
707.3,6031.746
707.35,5954.762
707.4,6009.524
707.45,6017.46
707.5,6019.841
707.55,6230.952
707.6,6238.889
707.65,6324.603
707.7,6200.794
707.75,6353.968
707.8,6463.492
707.85,6515.079
707.9,6451.587
707.95,6429.365
708,6714.286
708.05,6676.984
708.1,6915.079
708.15,7028.572
708.2,7027.778
708.25,7020.635
708.3,7351.587
708.35,7192.857
708.4,7322.222
708.45,7543.651
708.5,7745.238
708.55,8149.206
708.6,8605.556
708.65,9380.953
708.7,9950.794
708.75,10714.29
708.8,11504.76
708.85,12282.54
708.9,13041.27
708.95,14172.22
709,15133.33
709.05,16040.48
709.1,17182.54
709.15,18538.1
709.2,19253.97
709.25,19819.84
709.3,19988.1
709.35,20000.79
709.4,19622.22
709.45,18672.22
709.5,17749.21
709.55,16842.06
709.6,16273.02
709.65,15130.16
709.7,14726.19
709.75,14545.24
709.8,14314.29
709.85,14241.27
709.9,14525.4
709.95,15038.89
710,15514.29
710.05,16459.52
710.1,17339.68
710.15,18520.64
710.2,19946.83
710.25,21484.92
710.3,23261.11
710.35,25570.64
710.4,27803.18
710.45,29911.91
710.5,32450
710.55,34491.27
710.6,36099.21
710.65,37287.3
710.7,38083.33
710.75,38831.75
710.8,38415.87
710.85,38503.18
710.9,37680.95
710.95,36742.86
711,36048.41
711.05,34480.95
711.1,32684.92
711.15,31776.19
711.2,30453.97
711.25,28815.08
711.3,27627.78
711.35,26518.25
711.4,25705.56
711.45,24941.27
711.5,23926.19
711.55,23345.24
711.6,22334.13
711.65,21407.14
711.7,20764.29
711.75,20416.67
711.8,20054.76
711.85,19370.64
711.9,19066.67
711.95,18695.24
712,18651.59
712.05,17907.94
712.1,17562.7
712.15,16994.44
712.2,16653.17
712.25,16279.37
712.3,16023.02
712.35,15729.37
712.4,15359.52
712.45,15077.78
712.5,14755.56
712.55,14988.1
712.6,14501.59
712.65,14104.76
712.7,13823.81
712.75,13742.86
712.8,13819.84
712.85,13693.65
712.9,13406.35
712.95,13213.49
713,12995.24
713.05,13062.7
713.1,12934.13
713.15,12684.13
713.2,12850
713.25,12543.65
713.3,12234.13
713.35,12234.13
713.4,12023.02
713.45,12291.27
713.5,12201.59
713.55,12230.95
713.6,12146.83
713.65,11720.64
713.7,11980.16
713.75,12061.11
713.8,12015.08
713.85,11798.41
713.9,11523.02
713.95,11268.25
714,11655.56
714.05,11480.95
714.1,11281.75
714.15,11306.35
714.2,11183.33
714.25,11187.3
714.3,11011.11
714.35,11023.02
714.4,10872.22
714.45,10952.38
714.5,10612.7
714.55,10633.33
714.6,10412.7
714.65,10376.98
714.7,10286.51
714.75,10224.6
714.8,10457.94
714.85,10383.33
714.9,9902.381
714.95,10073.81
715,9976.191
715.05,9995.238
715.1,9982.54
715.15,9990.476
715.2,9592.064
715.25,9609.524
715.3,9507.937
715.35,9362.699
715.4,9328.572
715.45,9334.921
715.5,9192.064
715.55,9402.381
715.6,9453.175
715.65,9134.921
715.7,9026.984
715.75,8919.841
715.8,9070.635
715.85,9198.413
715.9,9010.318
715.95,8885.714
716,9076.984
716.05,9005.556
716.1,9899.207
716.15,8768.254
716.2,8902.381
716.25,8930.953
716.3,8830.953
716.35,8837.302
716.4,8846.032
716.45,8814.286
716.5,8755.556
716.55,8672.222
716.6,8646.032
716.65,8791.27
716.7,8965.08
716.75,8841.27
716.8,8827.778
716.85,8822.222
716.9,8613.492
716.95,8680.953
717,8681.746
717.05,8578.572
717.1,8740.476
717.15,8541.27
717.2,8411.905
717.25,8603.968
717.3,8685.714
717.35,8509.524
717.4,8639.683
717.45,8574.603
717.5,8497.619
717.55,8475.397
717.6,8558.73
717.65,8588.889
717.7,8353.175
717.75,8410.318
717.8,8592.064
717.85,8492.857
717.9,8453.175
717.95,8503.968
718,8439.683
718.05,8456.349
718.1,8501.587
718.15,8519.048
718.2,8401.587
718.25,8400.794
718.3,8314.286
718.35,8366.667
718.4,8111.111
718.45,8257.143
718.5,8192.064
718.55,8284.127
718.6,8213.492
718.65,8171.429
718.7,8153.175
718.75,8110.318
718.8,8177.778
718.85,8026.984
718.9,8081.746
718.95,8153.175
719,8043.651
719.05,8102.381
719.1,8103.175
719.15,8127.778
719.2,8026.191
719.25,8003.175
719.3,8109.524
719.35,7814.286
719.4,7934.921
719.45,7907.143
719.5,8077.778
719.55,7965.079
719.6,7872.222
719.65,7876.191
719.7,7710.318
719.75,7881.746
719.8,8017.46
719.85,7740.476
719.9,7899.206
719.95,7860.318
720,7770.635
720.05,7685.714
720.1,7628.572
720.15,7847.619
720.2,7509.524
720.25,7682.54
720.3,7880.159
720.35,7860.318
720.4,7809.524
720.45,7831.746
720.5,7835.714
720.55,7786.508
720.6,7803.968
720.65,7896.032
720.7,7923.016
720.75,7936.508
720.8,8104.762
720.85,8122.222
720.9,8096.032
720.95,8165.873
721,8153.968
721.05,8142.064
721.1,8043.651
721.15,8358.73
721.2,8330.159
721.25,8378.572
721.3,8406.349
721.35,8594.445
721.4,8544.445
721.45,8584.921
721.5,8785.714
721.55,8910.318
721.6,8827.778
721.65,9122.222
721.7,9169.048
721.75,9315.08
721.8,9483.333
721.85,9749.207
721.9,9924.603
721.95,10184.92
722,10522.22
722.05,10775.4
722.1,11057.14
722.15,11395.24
722.2,11619.84
722.25,11834.92
722.3,12113.49
722.35,12010.32
722.4,11880.16
722.45,12094.44
722.5,12231.75
722.55,12094.44
722.6,11915.08
722.65,11749.21
722.7,11580.16
722.75,11621.43
722.8,11524.6
722.85,11153.97
722.9,11207.14
722.95,11118.25
723,11046.03
723.05,10815.08
723.1,10869.84
723.15,10952.38
723.2,10915.87
723.25,10945.24
723.3,11152.38
723.35,10894.44
723.4,11015.08
723.45,11182.54
723.5,11189.68
723.55,11465.08
723.6,11785.71
723.65,11804.76
723.7,12019.84
723.75,12208.73
723.8,12057.94
723.85,12201.59
723.9,12161.9
723.95,12323.81
724,12350
724.05,12156.35
724.1,12032.54
724.15,12130.16
724.2,11955.56
724.25,11995.24
724.3,11969.84
724.35,11888.1
724.4,11784.92
724.45,11871.43
724.5,11692.86
724.55,11692.86
724.6,11600
724.65,11627.78
724.7,11510.32
724.75,11641.27
724.8,11320.64
724.85,11326.19
724.9,11261.9
724.95,11226.19
725,11142.06
725.05,11088.1
725.1,10834.13
725.15,10820.64
725.2,10908.73
725.25,10907.94
725.3,10750.79
725.35,10796.83
725.4,10836.51
725.45,10561.11
725.5,10553.97
725.55,10454.76
725.6,10274.6
725.65,10321.43
725.7,10105.56
725.75,9949.207
725.8,9813.492
725.85,9680.159
725.9,9775.397
725.95,9803.175
726,9637.302
726.05,9569.841
726.1,9510.318
726.15,9417.46
726.2,9711.111
726.25,9455.556
726.3,9399.206
726.35,9387.302
726.4,9334.127
726.45,9142.857
726.5,9057.937
726.55,9141.27
726.6,9201.587
726.65,9082.54
726.7,9054.762
726.75,9113.492
726.8,8876.191
726.85,8769.841
726.9,8780.159
726.95,8823.81
727,8698.413
727.05,8824.603
727.1,8774.603
727.15,8596.826
727.2,8623.81
727.25,8480.159
727.3,8397.619
727.35,8467.46
727.4,8439.683
727.45,8530.953
727.5,8565.079
727.55,8568.254
727.6,8474.603
727.65,8408.73
727.7,8387.302
727.75,8373.016
727.8,8466.667
727.85,8523.81
727.9,8350
727.95,8284.127
728,8334.127
728.05,8238.095
728.1,8226.984
728.15,8127.778
728.2,8269.048
728.25,8312.699
728.3,8302.381
728.35,8320.635
728.4,8180.953
728.45,8067.46
728.5,8027.778
728.55,8007.143
728.6,8175.397
728.65,8116.667
728.7,8156.349
728.75,8263.492
728.8,8373.81
728.85,8073.81
728.9,8072.222
728.95,8108.73
729,8271.429
729.05,8203.968
729.1,8174.603
729.15,8182.54
729.2,8192.064
729.25,8083.333
729.3,8073.016
729.35,7990.476
729.4,8088.095
729.45,8046.826
729.5,8160.318
729.55,8110.318
729.6,8145.238
729.65,8009.524
729.7,8156.349
729.75,8144.445
729.8,8150
729.85,8099.206
729.9,8221.429
729.95,8091.27
730,8056.349
730.05,8143.651
730.1,8189.683
730.15,8280.953
730.2,8104.762
730.25,7953.968
730.3,7995.238
730.35,7934.127
730.4,8156.349
730.45,8134.127
730.5,8018.254
730.55,8072.222
730.6,8040.476
730.65,8250.794
730.7,8123.016
730.75,8006.349
730.8,8103.175
730.85,8173.81
730.9,7957.937
730.95,7975.397
731,8189.683
731.05,8111.111
731.1,8221.429
731.15,8269.048
731.2,8084.127
731.25,8120.635
731.3,8261.111
731.35,8111.905
731.4,8070.635
731.45,8246.826
731.5,8058.73
731.55,8220.635
731.6,8087.302
731.65,8119.841
731.7,8196.826
731.75,8170.635
731.8,8176.191
731.85,8063.492
731.9,8049.206
731.95,7909.524
732,8200
732.05,7858.73
732.1,7976.984
732.15,8145.238
732.2,8196.032
732.25,7963.492
732.3,8162.699
732.35,8129.365
732.4,8036.508
732.45,8294.445
732.5,8143.651
732.55,8097.619
732.6,8130.159
732.65,8288.889
732.7,8160.318
732.75,8226.984
732.8,8227.778
732.85,8302.381
732.9,8258.73
732.95,8159.524
733,8099.206
733.05,8199.206
733.1,8164.286
733.15,8269.841
733.2,8337.302
733.25,8096.032
733.3,8143.651
733.35,8096.032
733.4,8199.206
733.45,8172.222
733.5,8076.191
733.55,8290.476
733.6,8343.651
733.65,8238.889
733.7,8251.587
733.75,8111.111
733.8,8234.127
733.85,8314.286
733.9,8176.984
733.95,8203.175
734,8316.667
734.05,8306.349
734.1,8366.667
734.15,8202.381
734.2,8347.619
734.25,8357.937
734.3,8184.921
734.35,8396.032
734.4,8250
734.45,8338.095
734.5,8446.032
734.55,8322.222
734.6,8285.714
734.65,8265.079
734.7,8402.381
734.75,8422.222
734.8,8362.699
734.85,8354.762
734.9,8403.175
734.95,8292.857
735,8299.206
735.05,8374.603
735.1,8367.46
735.15,8282.54
735.2,8343.651
735.25,8342.064
735.3,8307.937
735.35,8228.572
735.4,8361.111
735.45,8300
735.5,8426.191
735.55,8237.302
735.6,8549.206
735.65,8436.508
735.7,8580.953
735.75,8649.206
735.8,8400.794
735.85,8381.746
735.9,8422.222
735.95,8424.603
736,8434.921
736.05,8518.254
736.1,8497.619
736.15,8373.016
736.2,8346.826
736.25,8289.683
736.3,8406.349
736.35,8440.476
736.4,8556.349
736.45,8434.127
736.5,8483.333
736.55,8412.699
736.6,8425.397
736.65,8537.302
736.7,8437.302
736.75,8426.191
736.8,8561.905
736.85,8479.365
736.9,8614.286
736.95,8607.143
737,8426.191
737.05,8484.127
737.1,8590.476
737.15,8651.587
737.2,8562.699
737.25,8526.191
737.3,8402.381
737.35,8443.651
737.4,8497.619
737.45,8591.27
737.5,8697.619
737.55,8516.667
737.6,8537.302
737.65,8614.286
737.7,8510.318
737.75,8590.476
737.8,8603.968
737.85,8482.54
737.9,8521.429
737.95,8450.794
738,8583.333
738.05,8546.032
738.1,8557.937
738.15,8472.222
738.2,8524.603
738.25,8515.873
738.3,8634.921
738.35,8435.714
738.4,8407.937
738.45,8585.714
738.5,8595.238
738.55,8589.683
738.6,8450
738.65,8482.54
738.7,8472.222
738.75,8494.445
738.8,8559.524
738.85,8448.413
738.9,8599.206
738.95,8573.016
739,8524.603
739.05,8509.524
739.1,8443.651
739.15,8481.746
739.2,8328.572
739.25,8442.064
739.3,8542.857
739.35,8428.572
739.4,8531.746
739.45,8609.524
739.5,8455.556
739.55,8442.857
739.6,8519.048
739.65,8652.381
739.7,8522.222
739.75,8579.365
739.8,8584.921
739.85,8533.333
739.9,8569.841
739.95,8475.397
740,8428.572
740.05,8456.349
740.1,8400
740.15,8488.889
740.2,8407.937
740.25,8396.032
740.3,8480.953
740.35,8597.619
740.4,8531.746
740.45,8496.032
740.5,8569.841
740.55,8395.238
740.6,8619.048
740.65,8443.651
740.7,8484.921
740.75,8603.175
740.8,8724.603
740.85,8582.54
740.9,8661.905
740.95,8529.365
741,8503.175
741.05,8532.54
741.1,8564.286
741.15,8654.762
741.2,8528.572
741.25,8623.016
741.3,8457.937
741.35,8683.333
741.4,8599.206
741.45,8607.937
741.5,8749.206
741.55,8539.683
741.6,8489.683
741.65,8623.016
741.7,8692.857
741.75,8621.429
741.8,8709.524
741.85,8617.46
741.9,8667.46
741.95,8565.873
742,8548.413
742.05,8731.746
742.1,8757.143
742.15,8644.445
742.2,8519.048
742.25,8560.318
742.3,8590.476
742.35,8692.064
742.4,8733.333
742.45,8621.429
742.5,8820.635
742.55,8786.508
742.6,8859.524
742.65,8750.794
742.7,8628.572
742.75,8936.508
742.8,8707.143
742.85,8657.143
742.9,8594.445
742.95,8569.048
743,8515.079
743.05,8511.111
743.1,8502.381
743.15,8518.254
743.2,8503.968
743.25,8604.762
743.3,8561.111
743.35,8615.079
743.4,8705.556
743.45,8695.238
743.5,8509.524
743.55,8594.445
743.6,8540.476
743.65,8600
743.7,8661.905
743.75,8536.508
743.8,8638.889
743.85,8521.429
743.9,8421.429
743.95,8595.238
744,8606.349
744.05,8560.318
744.1,8567.46
744.15,8679.365
744.2,8746.826
744.25,8776.984
744.3,8654.762
744.35,8657.937
744.4,8643.651
744.45,8707.143
744.5,8807.937
744.55,8605.556
744.6,8761.111
744.65,8676.984
744.7,8712.699
744.75,8792.857
744.8,8520.635
744.85,8451.587
744.9,8618.254
744.95,8699.206
745,8628.572
745.05,8590.476
745.1,8701.587
745.15,8608.73
745.2,8628.572
745.25,8606.349
745.3,8604.762
745.35,8836.508
745.4,8791.27
745.45,8844.445
745.5,8784.127
745.55,8634.127
745.6,8644.445
745.65,8938.889
745.7,8642.857
745.75,8692.064
745.8,8826.984
745.85,8657.937
745.9,8649.206
745.95,8723.016
746,8696.032
746.05,8797.619
746.1,8726.191
746.15,8300.794
